order_id,order_date,quantity,category,status,unit_price,discount_pct,stock_left,buyer_name,is_vip,payment_method
100071,2024-01-08,1,Хризантемы,completed,1504.35,0.0685,15,Алина Новикова,0,sbp
100072,2024-01-08,1,Сборные букеты,pending,2435.68,0.0462,29,Ирина Соколова,0,cash
100073,2024-01-08,1,Хризантемы,completed,1582.72,0.029,33,Мария Соколова,0,card
100074,2024-01-08,2,Композиции,completed,3279.38,0.0637,31,Ольга Соколова,0,sbp
100075,2024-01-08,2,Розы,cancelled,2401.33,0.0209,47,Наталья Кузнецова,0,card
100076,2024-01-08,3,Композиции,completed,3406.91,0.0412,43,Елена Козлова,0,card
100077,2024-01-08,1,Тюльпаны,completed,1791.0,0.008,31,Наталья Попова,0,card
100078,2024-01-08,1,Тюльпаны,completed,1919.88,0.1055,62,Ольга Козлова,0,cash
100079,2024-01-09,1,Хризантемы,completed,1922.63,0.052,29,Ольга Попова,0,cash
100080,2024-01-09,1,Композиции,pending,3016.94,0.0426,30,Анна Попова,0,card
100081,2024-01-09,2,Сборные букеты,completed,2870.49,0.0692,18,Анна Смирнова,0,sbp
100082,2024-01-09,1,Сборные букеты,completed,2539.38,0.0931,14,Наталья Попова,0,card
100083,2024-01-09,2,Сборные букеты,pending,2690.13,0.0249,17,Ирина Смирнова,1,card
100084,2024-01-09,1,Композиции,completed,3001.02,0.085,45,Дарья Кузнецова,0,card
100085,2024-01-09,1,Сборные букеты,completed,2421.92,0.024,42,Анна Кузнецова,1,card
100086,2024-01-09,2,Сборные букеты,completed,2877.13,0.0724,20,Мария Морозова,0,card
100087,2024-01-09,1,Тюльпаны,completed,1781.73,0.0152,34,София Кузнецова,0,cash
100088,2024-01-09,1,Розы,completed,2287.75,0.0114,43,София Лебедева,0,card
100089,2024-01-09,1,Тюльпаны,completed,1990.76,0.0181,9,Дарья Кузнецова,0,card
100090,2024-01-09,2,Розы,completed,2468.24,0.0334,52,Алина Кузнецова,0,card
100091,2024-01-09,1,Розы,completed,2431.38,0.0742,46,Ирина Кузнецова,1,sbp
100092,2024-01-09,1,Розы,pending,2263.33,0.049,43,София Козлова,1,sbp
100093,2024-01-09,1,Розы,completed,2191.87,0.0741,47,Полина Смирнова,0,sbp
100094,2024-01-09,2,Хризантемы,pending,1852.46,0.0322,7,Алина Соколова,0,sbp
100095,2024-01-10,1,Сборные букеты,completed,2313.79,0.0317,30,Полина Соколова,0,card
100096,2024-01-10,1,Розы,completed,1966.64,0.0877,48,Полина Соколова,0,card
100097,2024-01-10,1,Сборные букеты,completed,2394.01,0.0147,33,Наталья Иванова,1,sbp
100098,2024-01-10,1,Розы,completed,2065.61,0.0443,42,Полина Морозова,0,sbp
100099,2024-01-10,1,Хризантемы,completed,1872.95,0.03,50,София Смирнова,0,sbp
100100,2024-01-10,2,Розы,cancelled,2170.79,0.0657,39,Анна Лебедева,0,card
100101,2024-01-10,1,Хризантемы,completed,1701.8,0.1095,30,София Кузнецова,0,card
100102,2024-01-10,1,Розы,completed,2570.83,0.082,40,София Морозова,1,card
100103,2024-01-10,1,Розы,cancelled,2206.62,0.0259,13,Наталья Морозова,0,card
100104,2024-01-10,2,Розы,completed,2532.25,0.016,37,Ирина Соколова,0,card
100105,2024-01-11,1,Пионы,completed,3279.6,0.0477,42,Дарья Новикова,0,sbp
100106,2024-01-11,1,Тюльпаны,completed,1839.8,0.0938,35,Анна Козлова,0,cash
100107,2024-01-11,1,Хризантемы,completed,1576.0,0.0486,47,Мария Морозова,0,card
100108,2024-01-11,1,Хризантемы,pending,1710.41,0.0346,36,Наталья Соколова,0,sbp
100109,2024-01-11,1,Хризантемы,completed,1969.87,0.0495,35,Анна Лебедева,0,cash
100110,2024-01-11,1,Хризантемы,completed,1404.99,0.0494,55,Наталья Соколова,1,card
100111,2024-01-11,1,Композиции,completed,3180.57,0.0274,22,София Козлова,0,cash
100112,2024-01-11,1,Хризантемы,completed,1837.3,0.1022,50,Дарья Попова,1,card
100113,2024-01-11,1,Композиции,completed,2954.29,0.0338,49,Полина Попова,0,card
100114,2024-01-11,1,Композиции,completed,2766.87,0.0238,43,Елена Лебедева,0,card
100115,2024-01-12,1,Розы,pending,2300.87,0.0614,28,Ирина Новикова,0,sbp
100116,2024-01-12,2,Тюльпаны,completed,1853.51,0.0331,35,Анна Иванова,0,card
100117,2024-01-12,1,Сборные букеты,pending,2736.19,0.0988,23,София Морозова,0,sbp
100118,2024-01-12,1,Сборные букеты,completed,2689.81,0.0262,26,Елена Лебедева,0,card
100119,2024-01-12,2,Сборные букеты,cancelled,3122.39,0.0041,33,Алина Иванова,1,card
100120,2024-01-12,2,Розы,pending,2317.34,0.0679,20,Алина Соколова,0,sbp
100121,2024-01-13,2,Тюльпаны,completed,1744.83,0.039,28,Ольга Морозова,0,card
100122,2024-01-13,2,Тюльпаны,completed,2009.44,0.1325,18,Елена Козлова,0,cash
100123,2024-01-13,2,Розы,completed,2418.4,0.0269,39,Ольга Соколова,0,sbp
100124,2024-01-13,1,Сборные букеты,completed,2984.02,0.0312,53,Дарья Иванова,0,card
100125,2024-01-13,1,Тюльпаны,completed,2068.72,0.1027,59,Анна Попова,0,card
100126,2024-01-13,1,Розы,pending,2363.51,0.0454,21,Наталья Смирнова,0,card
100127,2024-01-13,1,Композиции,completed,3406.93,0.0614,23,Ирина Новикова,0,card
100128,2024-01-13,1,Пионы,completed,3223.47,0.0782,32,Елена Соколова,0,card
100129,2024-01-13,2,Сборные букеты,completed,2629.25,0.0302,41,Елена Смирнова,0,cash
100130,2024-01-13,1,Сборные букеты,completed,2481.15,0.0839,32,Наталья Попова,0,sbp
100131,2024-01-14,2,Пионы,completed,3484.24,0.0345,44,София Лебедева,0,card
100132,2024-01-14,1,Розы,completed,1982.13,0.0559,41,Ирина Петрова,0,card
100133,2024-01-14,1,Хризантемы,completed,1924.73,0.0841,13,София Попова,0,cash
100134,2024-01-14,1,Сборные букеты,completed,2636.11,0.0516,35,Ирина Иванова,0,card
100135,2024-01-15,3,Розы,completed,2131.42,0.063,15,Елена Петрова,0,cash
100136,2024-01-15,2,Тюльпаны,pending,1746.57,0.0736,26,Мария Попова,1,sbp
100137,2024-01-15,2,Композиции,pending,3238.97,0.0618,27,Мария Соколова,0,card
100138,2024-01-15,2,Розы,completed,2554.39,0.0382,41,Анна Попова,0,cash
100139,2024-01-15,2,Тюльпаны,completed,2409.28,0.0746,32,Алина Морозова,1,card
100140,2024-01-15,1,Пионы,completed,4126.05,0.0548,29,Дарья Кузнецова,1,card
100141,2024-01-15,1,Розы,completed,2376.17,0.052,60,Ирина Лебедева,0,cash
100142,2024-01-15,2,Хризантемы,completed,1652.3,0.0829,22,Алина Морозова,0,card
100143,2024-01-15,1,Композиции,completed,2615.95,0.0891,38,Ольга Лебедева,0,card
100144,2024-01-15,1,Сборные букеты,completed,2743.9,0.0516,42,Дарья Смирнова,0,card
100145,2024-01-15,3,Розы,completed,2276.15,0.0304,32,Полина Иванова,0,card
100146,2024-01-15,1,Сборные букеты,completed,2593.62,0.0469,24,Елена Козлова,0,card
100147,2024-01-16,1,Пионы,completed,3350.34,0.094,23,Алина Смирнова,0,card
100148,2024-01-16,1,Композиции,completed,3054.03,0.0769,42,Дарья Петрова,0,card
100149,2024-01-16,2,Композиции,completed,3404.52,0.1094,45,Алина Новикова,0,card
100150,2024-01-16,1,Хризантемы,completed,1819.55,0.1413,34,Алина Иванова,0,card
100151,2024-01-16,1,Пионы,completed,3450.1,0.0619,19,Мария Кузнецова,0,card
100152,2024-01-16,3,Розы,cancelled,2227.16,0.0647,30,Ольга Лебедева,0,cash
100153,2024-01-16,1,Сборные букеты,completed,2316.57,0.0477,53,Анна Морозова,0,sbp
100154,2024-01-16,1,Сборные букеты,pending,2578.01,0.1401,22,Мария Новикова,0,cash
100155,2024-01-16,2,Композиции,completed,3158.17,0.1839,29,София Лебедева,0,card
100156,2024-01-16,1,Сборные букеты,completed,3073.94,0.0563,35,Алина Кузнецова,0,card
100157,2024-01-16,2,Композиции,completed,3198.66,0.0357,45,Ольга Смирнова,0,card
100158,2024-01-17,3,Тюльпаны,completed,2271.2,0.0208,24,Наталья Соколова,0,card
100159,2024-01-17,1,Сборные букеты,completed,2575.15,0.0765,40,Ирина Лебедева,0,sbp
100160,2024-01-17,1,Розы,cancelled,2024.31,0.0515,51,Полина Лебедева,1,card
100161,2024-01-17,3,Сборные букеты,completed,2642.67,0.0889,13,Ирина Морозова,0,sbp
100162,2024-01-17,2,Хризантемы,pending,1710.45,0.0469,17,Наталья Лебедева,1,card
100163,2024-01-17,1,Сборные букеты,completed,3153.26,0.0491,33,Полина Петрова,0,card
100164,2024-01-18,1,Сборные букеты,completed,2504.29,0.0876,46,Мария Лебедева,0,card
100165,2024-01-18,1,Розы,completed,2469.47,0.0848,38,Наталья Новикова,0,card
100166,2024-01-18,1,Сборные букеты,completed,2486.36,0.067,47,Алина Новикова,0,cash
100167,2024-01-18,1,Хризантемы,completed,1989.95,0.1271,14,Дарья Кузнецова,0,card
100168,2024-01-18,1,Тюльпаны,completed,1969.69,0.0588,38,Ольга Петрова,0,card
100169,2024-01-18,1,Сборные букеты,completed,2650.54,0.0539,0,Анна Кузнецова,0,cash
100170,2024-01-18,1,Розы,completed,2276.03,0.0158,50,Ольга Козлова,1,cash
100171,2024-01-18,1,Тюльпаны,completed,1740.95,0.0676,49,Елена Петрова,0,card
100172,2024-01-18,2,Тюльпаны,completed,2068.14,0.0466,28,Ольга Морозова,0,sbp
100173,2024-01-18,2,Пионы,completed,3469.9,0.0243,5,Ирина Новикова,0,card
100174,2024-01-18,2,Хризантемы,completed,1600.37,0.0965,30,Алина Кузнецова,1,sbp
100175,2024-01-19,3,Пионы,completed,3373.85,0.0823,44,Елена Попова,0,card
100176,2024-01-19,1,Тюльпаны,completed,1922.97,0.1592,39,Дарья Козлова,0,sbp
100177,2024-01-19,1,Розы,pending,2632.4,0.1251,57,Мария Лебедева,1,card
100178,2024-01-19,1,Розы,completed,2320.2,0.0048,31,София Лебедева,1,cash
100179,2024-01-19,1,Розы,cancelled,2258.9,0.086,59,Полина Петрова,0,sbp
100180,2024-01-19,1,Пионы,completed,3547.88,0.0509,10,Алина Смирнова,0,sbp
100181,2024-01-19,1,Розы,completed,2572.32,0.0092,25,Ирина Петрова,0,card
100182,2024-01-19,1,Розы,pending,2333.26,0.0302,19,Ольга Попова,0,cash
100183,2024-01-19,1,Розы,completed,2194.6,0.0501,43,Алина Лебедева,0,card
100184,2024-01-19,1,Тюльпаны,completed,2128.38,0.1242,20,Ирина Новикова,1,card
100185,2024-01-19,2,Розы,completed,2464.33,0.0447,44,Полина Морозова,0,cash
100186,2024-01-20,2,Розы,completed,2707.87,0.0276,41,Мария Попова,0,card
100187,2024-01-20,1,Розы,completed,2325.31,0.0106,36,Дарья Попова,0,card
100188,2024-01-20,1,Пионы,completed,3215.62,0.0184,33,Анна Смирнова,0,cash
100189,2024-01-20,2,Пионы,completed,3269.0,0.0494,20,Наталья Новикова,0,sbp
100190,2024-01-20,1,Розы,cancelled,2648.2,0.0692,42,Ирина Морозова,0,card
100191,2024-01-20,1,Пионы,completed,3864.21,0.016,28,Анна Попова,0,card
100192,2024-01-20,1,Пионы,completed,3445.51,0.0528,43,Наталья Кузнецова,0,card
100193,2024-01-20,1,Розы,completed,2200.7,0.0872,52,Елена Морозова,1,cash
100194,2024-01-20,1,Тюльпаны,completed,2206.52,0.0169,31,Наталья Иванова,0,sbp
100195,2024-01-20,2,Розы,completed,2126.45,0.0767,48,Дарья Попова,0,card
100196,2024-01-20,2,Сборные букеты,pending,2573.16,0.0589,35,Полина Петрова,0,card
100197,2024-01-20,1,Розы,completed,2426.53,0.0455,41,Алина Соколова,1,cash
100198,2024-01-20,1,Сборные букеты,completed,2598.19,0.0353,18,Ольга Морозова,0,card
100199,2024-01-20,1,Тюльпаны,completed,1883.87,0.0355,26,Ирина Иванова,0,card
100200,2024-01-20,1,Хризантемы,completed,1749.04,0.0999,26,Дарья Кузнецова,0,card
100201,2024-01-20,1,Хризантемы,completed,1859.27,0.0681,50,Ирина Иванова,0,card
100202,2024-01-20,1,Розы,completed,2594.65,0.1331,30,Наталья Новикова,0,card
100203,2024-01-20,1,Розы,completed,2304.93,0.068,42,София Петрова,0,cash
100204,2024-01-21,1,Хризантемы,completed,1926.67,0.0187,33,Анна Новикова,0,cash
100205,2024-01-21,1,Розы,cancelled,1833.96,0.1051,30,Анна Кузнецова,0,card
100206,2024-01-21,2,Сборные букеты,completed,2759.28,0.0701,15,Ирина Иванова,0,card
100207,2024-01-21,1,Розы,pending,2099.49,0.1271,11,Анна Попова,0,card
100208,2024-01-21,1,Хризантемы,completed,1516.86,0.0602,30,Ольга Козлова,0,sbp
100209,2024-01-21,1,Сборные букеты,completed,2491.81,0.1309,31,Елена Смирнова,0,sbp
100210,2024-01-21,1,Тюльпаны,completed,1811.49,0.032,24,Полина Соколова,0,cash
100211,2024-01-21,1,Розы,completed,2486.5,0.0328,36,Полина Кузнецова,0,card
100212,2024-01-21,1,Хризантемы,completed,1493.19,0.0705,58,София Лебедева,0,sbp
100213,2024-01-21,1,Хризантемы,completed,1791.74,0.0364,52,Полина Петрова,0,card
100214,2024-01-21,1,Розы,completed,2178.48,0.1042,34,Наталья Попова,0,card
100215,2024-01-21,2,Тюльпаны,completed,1897.91,0.0214,32,Наталья Морозова,1,sbp
100216,2024-01-21,2,Сборные букеты,completed,2990.61,0.019,39,Анна Петрова,1,card
100217,2024-01-21,1,Пионы,completed,3603.39,0.0401,37,Ирина Смирнова,0,card
100218,2024-01-21,2,Композиции,completed,3464.23,0.0138,39,Ольга Петрова,0,card
100219,2024-01-22,1,Композиции,completed,3051.01,0.0605,37,Елена Попова,1,cash
100220,2024-01-22,1,Сборные букеты,completed,2531.89,0.0384,35,София Иванова,0,card
100221,2024-01-22,2,Розы,completed,2320.75,0.015,24,Анна Иванова,0,card
100222,2024-01-22,1,Розы,completed,2338.35,0.0038,38,Елена Смирнова,0,card
100223,2024-01-22,1,Сборные букеты,cancelled,2723.85,0.037,6,Елена Козлова,0,cash
100224,2024-01-22,1,Сборные букеты,completed,2446.43,0.0011,37,Наталья Лебедева,0,sbp
100225,2024-01-23,1,Пионы,completed,3504.91,0.0281,9,Наталья Соколова,0,card
100226,2024-01-23,1,Пионы,completed,3535.21,0.0772,37,Алина Смирнова,0,cash
100227,2024-01-23,1,Тюльпаны,completed,2438.84,0.0769,22,Ирина Морозова,0,card
100228,2024-01-23,1,Хризантемы,completed,2197.91,0.1042,49,Алина Кузнецова,0,cash
100229,2024-01-23,1,Хризантемы,completed,1597.29,0.0483,35,Алина Соколова,0,cash
100230,2024-01-23,1,Сборные букеты,completed,2621.78,0.0732,34,Мария Соколова,0,cash
100231,2024-01-23,2,Сборные букеты,completed,2448.04,0.018,36,Елена Морозова,1,sbp
100232,2024-01-23,1,Тюльпаны,completed,1755.04,0.068,23,Дарья Лебедева,0,card
100233,2024-01-23,1,Розы,completed,2354.43,0.0767,47,Наталья Попова,0,card
100234,2024-01-24,1,Сборные букеты,completed,2950.29,0.0329,42,Наталья Новикова,0,sbp
100235,2024-01-24,1,Розы,completed,2124.6,0.0908,27,Елена Лебедева,0,card
100236,2024-01-24,1,Розы,completed,2141.09,0.0364,21,Полина Кузнецова,0,sbp
100237,2024-01-24,1,Сборные букеты,cancelled,2212.6,0.0581,29,Алина Иванова,0,card
100238,2024-01-24,1,Хризантемы,completed,1749.21,0.0081,32,София Козлова,1,card
100239,2024-01-24,2,Розы,completed,2136.27,0.0817,18,Мария Козлова,1,card
100240,2024-01-24,1,Тюльпаны,completed,1768.52,0.0802,28,Алина Кузнецова,0,card
100241,2024-01-24,1,Розы,completed,2092.09,0.0436,26,Мария Лебедева,0,sbp
100242,2024-01-24,1,Хризантемы,completed,1764.26,0.1067,31,София Козлова,1,card
100243,2024-01-24,1,Композиции,completed,2698.3,0.0273,31,Ольга Козлова,1,card
100244,2024-01-24,1,Композиции,completed,2762.25,0.0869,39,Анна Морозова,0,cash
100245,2024-01-24,1,Хризантемы,completed,2253.43,0.0298,33,Ольга Соколова,0,cash
100246,2024-01-24,2,Сборные букеты,completed,2486.77,0.089,36,Полина Кузнецова,0,card
100247,2024-01-24,1,Пионы,completed,3243.71,0.03,36,Дарья Попова,0,card
100248,2024-01-25,2,Композиции,completed,3574.12,0.0298,29,Елена Попова,0,sbp
100249,2024-01-25,1,Хризантемы,completed,2424.11,0.0143,41,Дарья Петрова,0,card
100250,2024-01-25,2,Тюльпаны,completed,1712.26,0.0346,0,Ольга Смирнова,0,sbp
100251,2024-01-25,1,Тюльпаны,completed,1803.99,0.1168,29,Ирина Смирнова,1,card
100252,2024-01-25,1,Композиции,completed,3160.14,0.0125,26,Наталья Соколова,0,sbp
100253,2024-01-25,1,Сборные букеты,completed,3065.31,0.0122,34,София Попова,0,sbp
100254,2024-01-25,1,Пионы,completed,3267.89,0.0921,25,Дарья Соколова,0,card
100255,2024-01-25,1,Пионы,completed,3431.04,0.1082,40,Наталья Иванова,1,card
100256,2024-01-25,1,Тюльпаны,completed,2056.01,0.0427,42,София Новикова,0,cash
100257,2024-01-25,1,Розы,completed,2380.65,0.0098,16,Ирина Новикова,1,card
100258,2024-01-25,1,Композиции,completed,3002.25,0.0257,36,Елена Козлова,0,card
100259,2024-01-25,3,Розы,completed,2425.56,0.0349,14,Алина Лебедева,0,card
100260,2024-01-25,1,Хризантемы,completed,1482.52,0.0471,39,Полина Попова,0,sbp
100261,2024-01-25,2,Розы,completed,2317.6,0.0392,25,Наталья Петрова,0,card
100262,2024-01-26,1,Пионы,completed,3426.39,0.0122,23,София Петрова,0,card
100263,2024-01-26,1,Сборные букеты,completed,2736.08,0.0973,12,Елена Кузнецова,0,card
100264,2024-01-26,1,Пионы,completed,3362.83,0.0369,32,София Смирнова,1,card
100265,2024-01-26,1,Розы,completed,2388.74,0.0321,19,Наталья Кузнецова,0,sbp
100266,2024-01-26,1,Композиции,completed,3307.8,0.0318,15,Мария Соколова,1,card
100267,2024-01-26,1,Хризантемы,completed,1819.19,0.0131,35,Алина Попова,1,cash
100268,2024-01-26,1,Розы,completed,2362.39,0.1073,45,Ирина Морозова,0,card
100269,2024-01-26,1,Розы,completed,2296.69,0.0175,38,Дарья Петрова,1,sbp
100270,2024-01-27,2,Розы,completed,2370.02,0.046,14,Ольга Лебедева,0,sbp
100271,2024-01-27,1,Хризантемы,completed,1626.26,0.0922,31,Ирина Смирнова,1,sbp
100272,2024-01-27,2,Розы,completed,2439.63,0.0166,39,Елена Смирнова,0,card
100273,2024-01-27,1,Сборные букеты,pending,2663.6,0.0523,31,Наталья Попова,1,card
100274,2024-01-27,1,Розы,completed,2745.5,0.0622,37,Ирина Морозова,0,card
100275,2024-01-27,1,Розы,completed,2631.14,0.0488,28,Наталья Морозова,0,sbp
100276,2024-01-27,1,Розы,completed,2369.89,0.0517,28,Полина Новикова,0,sbp
100277,2024-01-27,2,Тюльпаны,completed,1802.13,0.0254,23,София Иванова,0,card
100278,2024-01-27,1,Тюльпаны,completed,1640.27,0.0411,40,Ольга Попова,0,card
100279,2024-01-27,1,Хризантемы,completed,2047.05,0.056,41,София Новикова,1,card
100280,2024-01-27,1,Тюльпаны,completed,1942.8,0.057,26,Елена Лебедева,1,card
100281,2024-01-27,2,Тюльпаны,pending,2075.63,0.0439,40,Ирина Кузнецова,0,card
100282,2024-01-27,2,Розы,completed,1986.19,0.0519,14,Полина Петрова,0,card
100283,2024-01-27,2,Сборные букеты,completed,2974.04,0.0259,29,Алина Попова,0,cash
100284,2024-01-28,1,Розы,completed,2384.97,0.0591,17,Дарья Морозова,0,card
100285,2024-01-28,1,Композиции,completed,2840.71,0.0436,19,София Смирнова,0,card
100286,2024-01-28,1,Розы,completed,2181.26,0.1621,17,София Петрова,1,card
100287,2024-01-28,1,Розы,completed,2343.02,0.0176,25,София Новикова,0,card
100288,2024-01-28,1,Хризантемы,completed,1796.54,0.0744,40,Алина Новикова,1,card
100289,2024-01-28,1,Розы,completed,2220.72,0.0732,32,Елена Козлова,0,card
100290,2024-01-28,2,Композиции,completed,3147.23,0.0081,24,Анна Попова,0,card
100291,2024-01-28,1,Хризантемы,completed,1729.56,0.0525,31,Елена Попова,0,card
100292,2024-01-28,1,Композиции,completed,3118.56,0.0939,8,Дарья Козлова,0,sbp
100293,2024-01-28,1,Пионы,completed,3808.73,0.0595,40,Наталья Иванова,0,sbp
100294,2024-01-28,1,Сборные букеты,pending,2120.34,0.1095,6,Полина Кузнецова,0,card
100295,2024-01-29,1,Тюльпаны,cancelled,1832.89,0.0826,25,Наталья Иванова,0,card
100296,2024-01-29,1,Тюльпаны,completed,1923.83,0.0454,32,Ирина Соколова,0,cash
100297,2024-01-29,2,Сборные букеты,completed,2835.12,0.0037,36,Елена Морозова,0,card
100298,2024-01-29,1,Розы,completed,2203.18,0.0835,36,Полина Соколова,0,sbp
100299,2024-01-29,1,Хризантемы,completed,1398.52,0.0821,32,Ирина Иванова,1,card
100300,2024-01-29,1,Хризантемы,completed,1857.16,0.1526,50,София Попова,0,card
100301,2024-01-29,1,Розы,completed,2665.02,0.1049,57,Наталья Соколова,1,card
